ReferenceAllele,AlternateAllele,Chromosome,Start,Stop,GeneSymbol,ClinicalSignificance,PhenotypeList,Type,Assembly
na,na,22,30615125,30615125,TCN2,Pathogenic,Transcobalamin II deficiency,single nucleotide variant,GRCh38
na,na,2,29296369,29296369,PCARE,Pathogenic,Retinitis pigmentosa 54,single nucleotide variant,GRCh37
na,na,2,29073503,29073503,PCARE,Pathogenic,Retinitis pigmentosa 54,single nucleotide variant,GRCh38
na,na,2,29296527,29296527,PCARE,Uncertain significance,Retinitis pigmentosa 54|not provided,single nucleotide variant,GRCh37
na,na,2,29073661,29073661,PCARE,Uncertain significance,Retinitis pigmentosa 54|not provided,single nucleotide variant,GRCh38
na,na,2,29296181,29296181,PCARE,Pathogenic,Retinitis pigmentosa 54|not provided|Stargardt disease,Deletion,GRCh37
na,na,2,29073315,29073315,PCARE,Pathogenic,Retinitis pigmentosa 54|not provided|Stargardt disease,Deletion,GRCh38
na,na,2,29296572,29296572,PCARE,Pathogenic,Retinitis pigmentosa 54|Retinitis pigmentosa,single nucleotide variant,GRCh37
na,na,2,29073706,29073706,PCARE,Pathogenic,Retinitis pigmentosa 54|Retinitis pigmentosa,single nucleotide variant,GRCh38
na,na,2,29294360,29294372,PCARE,Pathogenic,Retinitis pigmentosa 54|Retinitis pigmentosa|Autosomal recessive retinitis pigmentosa|not provided|Retinal dystrophy,Deletion,GRCh37
na,na,2,29071494,29071506,PCARE,Pathogenic,Retinitis pigmentosa 54|Retinitis pigmentosa|Autosomal recessive retinitis pigmentosa|not provided|Retinal dystrophy,Deletion,GRCh38
na,na,9,130548229,130548229,MIR2861,association,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15,single nucleotide variant,GRCh37
na,na,9,127785950,127785950,MIR2861,association,BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15,single nucleotide variant,GRCh38
na,na,2,96919855,96919855,TMEM127,Pathogenic,"Pheochromocytoma, susceptibility to|Pheochromocytoma|Hereditary pheochromocytoma-paraganglioma",single nucleotide variant,GRCh37
na,na,2,96254117,96254117,TMEM127,Pathogenic,"Pheochromocytoma, susceptibility to|Pheochromocytoma|Hereditary pheochromocytoma-paraganglioma",single nucleotide variant,GRCh38
na,na,2,96919788,96919788,TMEM127,Pathogenic/Likely pathogenic,"Pheochromocytoma, susceptibility to|Pheochromocytoma|Hereditary cancer-predisposing syndrome|Hereditary pheochromocytoma-paraganglioma",single nucleotide variant,GRCh37
na,na,2,96254050,96254050,TMEM127,Pathogenic/Likely pathogenic,"Pheochromocytoma, susceptibility to|Pheochromocytoma|Hereditary cancer-predisposing syndrome|Hereditary pheochromocytoma-paraganglioma",single nucleotide variant,GRCh38
na,na,2,96920736,96920736,TMEM127,Pathogenic/Likely pathogenic,"Pheochromocytoma, susceptibility to|Pheochromocytoma|Hereditary pheochromocytoma-paraganglioma|not provided",single nucleotide variant,GRCh37
na,na,2,96254998,96254998,TMEM127,Pathogenic/Likely pathogenic,"Pheochromocytoma, susceptibility to|Pheochromocytoma|Hereditary pheochromocytoma-paraganglioma|not provided",single nucleotide variant,GRCh38
na,na,2,96930970,96930971,TMEM127,Likely pathogenic; risk factor,"Pheochromocytoma, susceptibility to|Pheochromocytoma",Duplication,GRCh37
na,na,2,96265232,96265233,TMEM127,Likely pathogenic; risk factor,"Pheochromocytoma, susceptibility to|Pheochromocytoma",Duplication,GRCh38
na,na,14,77910654,77910654,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh37
na,na,14,77444311,77444311,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh38
na,na,14,77907418,77907422,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",Deletion,GRCh37
na,na,14,77441075,77441079,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",Deletion,GRCh38
na,na,14,77908979,77908979,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh37
na,na,14,77442636,77442636,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh38
na,na,14,77902228,77902228,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh37
na,na,14,77435885,77435885,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh38
na,na,14,77920444,77920444,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh37
na,na,14,77454101,77454101,VIPAS39,Pathogenic,"Arthrogryposis, renal dysfunction, and cholestasis 2",single nucleotide variant,GRCh38
na,na,13,29233226,29233226,POMP,Pathogenic,Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome|not provided,Deletion,GRCh37
na,na,13,28659089,28659089,POMP,Pathogenic,Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome|not provided,Deletion,GRCh38
na,na,21,44483098,44483098,CBS,Pathogenic,"Homocystinuria, pyridoxine-nonresponsive|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|not provided|Classic homocystinuria|Homocystinuria|Familial thoracic aortic aneurysm and aortic dissection|CBS-related disorder",single nucleotide variant,GRCh37
na,na,21,43062988,43062988,CBS,Pathogenic,"Homocystinuria, pyridoxine-nonresponsive|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|not provided|Classic homocystinuria|Homocystinuria|Familial thoracic aortic aneurysm and aortic dissection|CBS-related disorder",single nucleotide variant,GRCh38
na,na,21,44486370,44486370,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh37
na,na,21,43066260,43066260,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh38
na,na,21,44486463,44486463,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|not provided|Homocystinuria|Classic homocystinuria|CBS-related disorder|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh37
na,na,21,43066353,43066353,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|not provided|Homocystinuria|Classic homocystinuria|CBS-related disorder|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh38
na,na,21,44483184,44483184,CBS,Pathogenic,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Homocystinuria, pyridoxine-responsive|not provided|Classic homocystinuria|Homocystinuria|Intellectual disability|Connective tissue disorder|See cases|Familial thoracic aortic aneurysm and aortic dissection|Thoracic aortic aneurysm or dissection",single nucleotide variant,GRCh37
na,na,21,43063074,43063074,CBS,Pathogenic,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Homocystinuria, pyridoxine-responsive|not provided|Classic homocystinuria|Homocystinuria|Intellectual disability|Connective tissue disorder|See cases|Familial thoracic aortic aneurysm and aortic dissection|Thoracic aortic aneurysm or dissection",single nucleotide variant,GRCh38
na,na,21,44486389,44486389,CBS,Conflicting classifications of pathogenicity,"Homocystinuria, pyridoxine-responsive|not specified|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh37
na,na,21,43066279,43066279,CBS,Conflicting classifications of pathogenicity,"Homocystinuria, pyridoxine-responsive|not specified|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh38
na,na,21,44486374,44486374,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|not provided|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|CBS-related disorder",single nucleotide variant,GRCh37
na,na,21,43066264,43066264,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|not provided|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|CBS-related disorder",single nucleotide variant,GRCh38
na,na,21,44479409,44479409,CBS,Likely pathogenic,"Homocystinuria, pyridoxine-responsive|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh37
na,na,21,43059299,43059299,CBS,Likely pathogenic,"Homocystinuria, pyridoxine-responsive|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh38
na,na,21,44474030,44474030,CBS,Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh37
na,na,21,43053920,43053920,CBS,Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED",single nucleotide variant,GRCh38
na,na,21,44484041,44484041,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Classic homocystinuria|not provided|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh37
na,na,21,43063931,43063931,CBS,Pathogenic/Likely pathogenic,"Homocystinuria, pyridoxine-responsive|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Classic homocystinuria|not provided|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh38
na,na,21,44478972,44478972,CBS,Pathogenic/Likely pathogenic,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Homocystinuria, pyridoxine-responsive|not provided|Classic homocystinuria|Homocystinuria|Familial thoracic aortic aneurysm and aortic dissection|CBS-related disorder",single nucleotide variant,GRCh37
na,na,21,43058862,43058862,CBS,Pathogenic/Likely pathogenic,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Homocystinuria, pyridoxine-responsive|not provided|Classic homocystinuria|Homocystinuria|Familial thoracic aortic aneurysm and aortic dissection|CBS-related disorder",single nucleotide variant,GRCh38
na,na,21,44485755,44485755,CBS,Conflicting classifications of pathogenicity,"Homocystinuria, pyridoxine-responsive|not provided|Classic homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Familial thoracic aortic aneurysm and aortic dissection|Homocystinuria",single nucleotide variant,GRCh37
na,na,21,43065645,43065645,CBS,Conflicting classifications of pathogenicity,"Homocystinuria, pyridoxine-responsive|not provided|Classic homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Familial thoracic aortic aneurysm and aortic dissection|Homocystinuria",single nucleotide variant,GRCh38
na,na,21,44479080,44479080,CBS,Pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|not provided|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|CBS-related disorder|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh37
na,na,21,43058970,43058970,CBS,Pathogenic,"Homocystinuria, pyridoxine-responsive|Classic homocystinuria|not provided|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|CBS-related disorder|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh38
na,na,21,44479037,44479037,CBS,Conflicting classifications of pathogenicity,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|not provided|Familial thoracic aortic aneurysm and aortic dissection|Classic homocystinuria",single nucleotide variant,GRCh37
na,na,21,43058927,43058927,CBS,Conflicting classifications of pathogenicity,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|not provided|Familial thoracic aortic aneurysm and aortic dissection|Classic homocystinuria",single nucleotide variant,GRCh38
na,na,21,44478325,44478325,CBS,Conflicting classifications of pathogenicity,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Classic homocystinuria|Familial thoracic aortic aneurysm and aortic dissection|not specified",single nucleotide variant,GRCh37
na,na,21,43058215,43058215,CBS,Conflicting classifications of pathogenicity,"HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Classic homocystinuria|Familial thoracic aortic aneurysm and aortic dissection|not specified",single nucleotide variant,GRCh38
na,na,21,44480638,44480638,CBS,Pathogenic,"Homocystinuria, pyridoxine-nonresponsive|not provided|Classic homocystinuria|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh37
na,na,21,43060528,43060528,CBS,Pathogenic,"Homocystinuria, pyridoxine-nonresponsive|not provided|Classic homocystinuria|Homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh38
na,na,21,44485591,44485591,CBS,Pathogenic,"Homocystinuria, pyridoxine-nonresponsive|not provided|Homocystinuria|Classic homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|CBS-related disorder|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh37
na,na,21,43065481,43065481,CBS,Pathogenic,"Homocystinuria, pyridoxine-nonresponsive|not provided|Homocystinuria|Classic homocystinuria|HYPERHOMOCYSTEINEMIA, THROMBOTIC, CBS-RELATED|CBS-related disorder|Familial thoracic aortic aneurysm and aortic dissection",single nucleotide variant,GRCh38
na,na,9,140093925,140093925,TPRN,Pathogenic/Likely pathogenic,"Autosomal recessive nonsyndromic hearing loss 79|Hearing loss, autosomal recessive",single nucleotide variant,GRCh37
na,na,9,137199473,137199473,TPRN,Pathogenic/Likely pathogenic,"Autosomal recessive nonsyndromic hearing loss 79|Hearing loss, autosomal recessive",single nucleotide variant,GRCh38
na,na,9,140093737,140093737,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79,Deletion,GRCh37
na,na,9,137199285,137199285,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79,Deletion,GRCh38
na,na,9,140094926,140094927,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79,Duplication,GRCh37
na,na,9,137200474,137200475,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79,Duplication,GRCh38
na,na,9,140094929,140094939,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79|not provided|TPRN-related disorder|Rare genetic deafness,Microsatellite,GRCh37
na,na,9,137200477,137200487,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79|not provided|TPRN-related disorder|Rare genetic deafness,Microsatellite,GRCh38
na,na,9,140093634,140093634,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79,Deletion,GRCh37
na,na,9,137199182,137199182,TPRN,Pathogenic,Autosomal recessive nonsyndromic hearing loss 79,Deletion,GRCh38
na,na,20,741754,741755,SLC52A3,Likely pathogenic,Brown-Vialetto-van Laere syndrome 1|not provided,Deletion,GRCh37
na,na,20,761110,761111,SLC52A3,Likely pathogenic,Brown-Vialetto-van Laere syndrome 1|not provided,Deletion,GRCh38
na,na,20,746208,746208,SLC52A3,Pathogenic,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh37
na,na,20,765564,765564,SLC52A3,Pathogenic,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh38
na,na,20,746025,746025,SLC52A3,Uncertain significance,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh37
na,na,20,765381,765381,SLC52A3,Uncertain significance,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh38
na,na,20,744545,744545,SLC52A3,Pathogenic,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh37
na,na,20,763901,763901,SLC52A3,Pathogenic,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh38
na,na,20,746313,746313,SLC52A3,Conflicting classifications of pathogenicity,Brown-Vialetto-van Laere syndrome 1|not provided|Progressive bulbar palsy of childhood,single nucleotide variant,GRCh37
na,na,20,765669,765669,SLC52A3,Conflicting classifications of pathogenicity,Brown-Vialetto-van Laere syndrome 1|not provided|Progressive bulbar palsy of childhood,single nucleotide variant,GRCh38
na,na,20,741842,741842,SLC52A3,Uncertain significance,Brown-Vialetto-van Laere syndrome 1|not specified,single nucleotide variant,GRCh37
na,na,20,761198,761198,SLC52A3,Uncertain significance,Brown-Vialetto-van Laere syndrome 1|not specified,single nucleotide variant,GRCh38
na,na,20,746337,746337,SLC52A3,Pathogenic,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh37
na,na,20,765693,765693,SLC52A3,Pathogenic,Brown-Vialetto-van Laere syndrome 1,single nucleotide variant,GRCh38
na,na,10,126100738,126100738,OAT,Pathogenic,Ornithine aminotransferase deficiency,single nucleotide variant,GRCh37
na,na,10,124412169,124412169,OAT,Pathogenic,Ornithine aminotransferase deficiency,single nucleotide variant,GRCh38
na,na,10,126100582,126100582,OAT,Pathogenic,Ornithine aminotransferase deficiency,Deletion,GRCh37
na,na,10,124412013,124412013,OAT,Pathogenic,Ornithine aminotransferase deficiency,Deletion,GRCh38
na,na,10,126094101,126094103,OAT,Pathogenic,Ornithine aminotransferase deficiency,Deletion,GRCh37
na,na,10,124405532,124405534,OAT,Pathogenic,Ornithine aminotransferase deficiency,Deletion,GRCh38
na,na,10,126086645,126086645,OAT,Pathogenic/Likely pathogenic,Ornithine aminotransferase deficiency|not provided|Retinal dystrophy,single nucleotide variant,GRCh37
na,na,10,124398076,124398076,OAT,Pathogenic/Likely pathogenic,Ornithine aminotransferase deficiency|not provided|Retinal dystrophy,single nucleotide variant,GRCh38
